,ID,Link,Title,Price,Miles,Score,Motor,Drive_Type,Transmission,Color,Prior_Use,PreOwner_Amount,Features
104,105,https://www.carmax.com//car/24285637,2020 Tesla Model 3 Performance,"$46,998",14K,1,Electric,All Wheel Drive,Automatic,Black/White,Leased vehicle,2 ,"['20 Inch Plus Wheels', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
105,106,https://www.carmax.com//car/23682195,2020 Tesla Model 3 Long Range,"$41,998",24K,A,Electric,All Wheel Drive,Automatic,Red/White,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Sunroof(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
106,107,https://www.carmax.com//car/23288303,2015 Chevrolet Spark EV LT,"$13,599",44K,1,Electric,Front Wheel Drive,Automatic,Red/Gray,None,3 ,"['Air Conditioning', 'Front Seat Heaters', 'Leatherette Seats', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Cruise Control', 'Remote Start', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Rear Spoiler', 'Traction Control', 'Automatic Transmission']"
107,108,https://www.carmax.com//car/24094807,2018 Tesla Model 3 Mid Range,Price unavailable,42K,A,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor']"
108,109,https://www.carmax.com//car/24167326,2017 Hyundai Ioniq Electric Limited,"$20,998",55K,L,Electric,Front Wheel Drive,Automatic,Blue/Black,Leased vehicle,1,"['Cruise Control', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Daytime Running Lights', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Blind Spot Monitor', 'Apple CarPlay', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Cross-Traffic Alert']"
109,110,https://www.carmax.com//car/24321230,2022 Tesla Model Y Long Range,"$46,998",44K,9,Electric,All Wheel Drive,Automatic,Blue/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Leatherette Seats', 'Skylight(s)', 'AM/FM Stereo', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Power Locks', 'Power Mirrors', 'Power Windows', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Rear Spoiler', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
110,111,https://www.carmax.com//car/23646656,2019 Nissan Leaf SL,"$21,998",45K,1,Electric,Front Wheel Drive,Automatic,Gray/Black,None,1,"['Air Conditioning', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leather Seats', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bose Sound System', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Quick Charge Package', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Apple CarPlay', 'Lane Departure Warning', 'Blind Spot Monitor', 'Lane Departure Warning', 'Parking Sensors', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert']"
111,112,https://www.carmax.com//car/23681113,2016 BMW I3 Mega World,"$17,998",54K,6,Electric,"Automatic
T",Gr,"Fleet, Leased vehicle
Pri","Fleet, Leased vehicle",3 ,"['Automated Parking', 'Cruise Control', 'Harman Kardon Sound', 'Air Conditioning', 'Front Seat Heaters', 'Leatherette & Cloth', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Parking Sensors', 'Parking Sensors']"
112,113,https://www.carmax.com//car/22955667,2022 Hyundai Ioniq 5 SE,"$49,998",1K,6,Electric,All Wheel Drive,Automatic,Gray/Gray,None,1,"['Air Conditioning', 'Cloth Seats', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Remote Start', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Rear Spoiler', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Apple CarPlay', 'Parking Sensors', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
113,114,https://www.carmax.com//car/23973133,2018 Tesla Model 3 Long Range,Price unavailable,45K,9,Electric,All Wheel Drive,Automatic,Black/Black,None,3 ,"['Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning']"
114,115,https://www.carmax.com//car/23629890,2021 Ford Mustang Mach-E California Route 1,"$50,998",11K,6,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Leatherette Seats', 'Memory Seat(s)', 'AM/FM Stereo', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Sync System', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Remote Start', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Automated Cruise Control', 'Apple CarPlay', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
115,116,https://www.carmax.com//car/24168279,2022 Tesla Model Y Performance,"$52,998",24K,9,Electric,All Wheel Drive,Automatic,Gray/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Skylight(s)', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
116,117,https://www.carmax.com//car/24095053,2022 Tesla Model Y Long Range,"$53,998",8K,A,Electric,All Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Leatherette Seats', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Power Locks', 'Power Mirrors', 'Power Windows', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
117,118,https://www.carmax.com//car/23688859,2019 Kia Niro Electric EX,"$26,998",39K,5,Electric,Front Wheel Drive,Automatic,Blue/Black,Leased vehicle,1,"['Air Conditioning', 'Leatherette & Cloth', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Apple CarPlay', 'Parking Sensors', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
118,119,https://www.carmax.com//car/23398606,2020 Tesla Model X Long Range Plus,"$73,998",38K,9,Electric,All Wheel Drive,Automatic,Black/Black,None,2 ,"['Air Conditioning', 'Fold-Away Third Row', 'Third Row Seat', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Satellite Radio Ready', 'Automatic Highbeams', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Remote Start', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Adjustable Suspension', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Rear Spoiler', 'Tow Hitch', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
119,120,https://www.carmax.com//car/24000685,2019 Jaguar I-Pace HSE,"$40,998",46K,A,Electric,All Wheel Drive,Automatic,Black/Black,Leased vehicle,1,"['Air Conditioning', 'Head Up Display', 'Heated Steering Wheel', 'Rear Air Conditioning', 'A/C Seat(s)', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Auxiliary Audio Input', 'Meridian Audio', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Parking Sensors', 'Automated Cruise Control', 'Apple CarPlay', 'Lane Departure Warning', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Automated Cruise Control', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
120,121,https://www.carmax.com//car/23116445,2022 Tesla Model X Plaid,"$115,998",1K,1,Electric,All Wheel Drive,Automatic,White/White,Leased vehicle,1,"['A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Satellite Radio Ready', 'Automatic Highbeams', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Fold-Away Third Row', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Quad Seats', 'Side Airbags', 'Third Row Seat', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Adjustable Suspension', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Rear Spoiler', 'Tow Hitch', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
121,122,https://www.carmax.com//car/24144562,2019 Tesla Model 3 Standard Range Plus,"$33,998",43K,6,Electric,Rear Wheel Drive,Automatic,Black/Black,None,1,"['Air Conditioning', 'Cloth Seats', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Skylight(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Lane Departure Warning', 'Blind Spot Monitor', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
122,123,https://www.carmax.com//car/24287692,2022 Kia Niro Electric EX Premium,"$33,998",20K,A,Electric,Front Wheel Drive,Automatic,White/Black,Leased vehicle,1,"['Heated Steering Wheel', 'Cold Weather Package', 'A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Sunroof(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Harman Kardon Sound', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Remote Start', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Apple CarPlay', 'Lane Departure Warning', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
123,124,https://www.carmax.com//car/23302028,2019 Tesla Model S Long Range,Price unavailable,41K,8,Electric,All Wheel Drive,Automatic,Blue/White,None,2 ,"['Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor']"
124,125,https://www.carmax.com//car/24252554,2019 Tesla Model 3 Standard Range Plus,"$34,998",44K,7,Electric,Rear Wheel Drive,Automatic,White/Cream,None,2 ,"['Automated Parking', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leather Seats', 'Skylight(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Parking Sensors', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
125,126,https://www.carmax.com//car/23858059,2015 Ford Focus Electric ,"$13,998",29K,7,Electric,Front Wheel Drive,Automatic,Gray/Tan,None,2 ,"['Bluetooth Technology', 'Air Conditioning', 'Cloth Seats', 'Front Seat Heaters', 'CD Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Sony Sound System', 'Sync System', 'Cruise Control', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Parking Sensors', 'Parking Sensors']"
126,127,https://www.carmax.com//car/24252878,2022 Tesla Model 3 Performance,"$49,998",12K,A,Electric,All Wheel Drive,Automatic,White/Cream,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'AM/FM Stereo', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
127,128,https://www.carmax.com//car/24245669,2023 Tesla Model 3 ,"$43,998",7K,6,Electric,Rear Wheel Drive,Automatic,Gray/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Automatic Highbeams', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning']"
128,129,https://www.carmax.com//car/23863377,2014 BMW I3 ,"$17,998",30K,5,Electric,Rear Wheel Drive,Automatic,Gray/Blue,None,1,"['Cruise Control', 'Leatherette & Cloth', 'Smart Key', 'Air Conditioning', 'Auxiliary Audio Input', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster']"
129,130,https://www.carmax.com//car/24013565,2019 Volkswagen Golf Electric SE,"$19,998",41K,6,Electric,Front Wheel Drive,Automatic,Black/Black,Leased vehicle,1,"['Driver Assistance Package', 'Air Conditioning', 'Cloth Seats', 'Front Seat Heaters', 'CD Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Blind Spot Monitor', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay']"
